LOCATION_ID,PLACEKEY,LOCATION,CITY,REGION,ISO_COUNTRY_CODE,COUNTRY
3677,zzw-222@5x4-4vt-5s5,Solo Appliance Repair,Seattle,WA,US,United States
3678,zzw-222@5x4-4vv-dsq,The Seattle Great Wheel,Seattle,WA,US,United States
3679,zzw-222@5x4-4vv-dy9,Wings Over Washington,Seattle,WA,US,United States
3680,zzw-222@5x4-4w7-gkz,Monkey Fist Marine,Seattle,WA,US,United States
3681,zzw-222@5x4-4w7-j35,Smith Cove Park,Seattle,WA,US,United States
3682,zzw-222@5x4-4xn-6x5,Arroyos Natural Area,Seattle,WA,US,United States
3885,zzw-223@5x4-48h-fvf,Green Lake Small Craft Center,Seattle,WA,US,United States
3886,zzw-223@5x4-49c-3bk,National Oceanic and Atmospheric,Seattle,WA,US,United States
3887,zzw-223@5x4-49x-tqf,St Marks Greenbelt,Seattle,WA,US,United States
3889,zzw-223@5x4-4b5-nyv,Western Avenue Senior Housing,Seattle,WA,US,United States
3890,zzw-223@5x4-4b6-m49,The Prince From Minneapolis Exhibit,Seattle,WA,US,United States
3891,zzw-223@5x4-4fs-7wk,Hiram M Chittenden Locks,Seattle,WA,US,United States
3892,zzw-223@5x4-4qw-45f,Georgetown Powerplant Museum,Seattle,WA,US,United States
3893,zzw-223@5x4-4qw-n5z,Boyer Thermador Appliance Repair,Seattle,WA,US,United States
3894,zzw-223@5x4-4sq-h89,Arrowhead Gardens,Seattle,WA,US,United States
3895,zzw-223@5x4-4vt-54v,Presbyterian Retirement Communities Northwest,Seattle,WA,US,United States
3962,zzw-224@5x4-4b5-qs5,Athena University,Seattle,WA,US,United States
3963,zzw-224@5x4-4dd-m8v,Laura's Alteration & Tailor Express,Seattle,WA,US,United States
3964,zzw-224@5x4-4vs-kcq,Living Computer Museum,Seattle,WA,US,United States
3965,zzw-224@5x4-4vs-m8v,T Mobile Park,Seattle,WA,US,United States
4015,zzw-225@5x4-4ny-b8v,Lake City Mini Park,Seattle,WA,US,United States
4016,zzw-225@5x4-4vv-mx5,Centennial Park,Seattle,WA,US,United States
4045,zzw-226@5x4-48c-y9z,Elenvilla Alterations & Tailoring,Seattle,WA,US,United States
4046,zzw-226@5x4-48f-pqf,Als Music Video & Games,Seattle,WA,US,United States
4068,zzw-227@5x4-49w-y35,Westlake Square,Seattle,WA,US,United States
4069,zzw-227@5x4-4b7-bkz,Fisher Pavillion,Seattle,WA,US,United States
4087,zzw-228@5x4-4b5-f75,Pike Place Urban Garden,Seattle,WA,US,United States
4088,zzw-228@5x4-4b5-nqz,Bell Street Park Boulevard,Seattle,WA,US,United States
4121,zzw-22b@5x4-48d-bzf,The Watch & Jewelry Repair,Seattle,WA,US,United States
4122,zzw-22b@5x4-4b5-dd9,Leventhorp Behavioral,Seattle,WA,US,United States
4131,zzw-22c@5x4-4b5-4jv,Jimi Hendrix Statue,Seattle,WA,US,United States
4168,zzw-22n@5x4-4vt-3t9,Sky View Observatory,Seattle,WA,US,United States
4188,zzw-22w@5x4-4b5-d5f,Seattle Tower,Seattle,WA,US,United States
4221,zzw-24h@5x4-4b4-rhq,Amira Acne Solutions,Seattle,WA,US,United States
5147,zzy-222@5x4-47v-nnq,Laurelhurst Beach Club,Seattle,WA,US,United States
5148,zzy-222@5x4-48b-47q,Meadowbrook Playfield,Seattle,WA,US,United States
5149,zzy-222@5x4-48b-kxq,Burke Gilman Trail,Seattle,WA,US,United States
5150,zzy-222@5x4-48d-zcq,Raul's Viking Repair Services,Seattle,WA,US,United States
5151,zzy-222@5x4-48f-mx5,Burke Museum Of Natural History And Culture,Seattle,WA,US,United States
5152,zzy-222@5x4-48g-t7q,Grady KitchenAid Repair Master,Seattle,WA,US,United States
5153,zzy-222@5x4-48j-pd9,Bryant Neighborhood Playground,Seattle,WA,US,United States
5154,zzy-222@5x4-49h-rrk,Judkins Park P Patch,Seattle,WA,US,United States
5155,zzy-222@5x4-49j-nnq,Madrona Playground,Seattle,WA,US,United States
5156,zzy-222@5x4-49r-mtv,East Portal Viewpoint,Seattle,WA,US,United States
5157,zzy-222@5x4-49s-2p9,Refrigerator Repair,Seattle,WA,US,United States
5158,zzy-222@5x4-49s-59f,ABC Appliance Service,Seattle,WA,US,United States
5159,zzy-222@5x4-49x-7yv,Roanoke Street Mini Park,Seattle,WA,US,United States
5160,zzy-222@5x4-49z-9j9,East Queen Anne Playground,Seattle,WA,US,United States
5161,zzy-222@5x4-4b2-835,Red Square,Seattle,WA,US,United States
5163,zzy-222@5x4-4b5-nkf,Jack Block Park,Seattle,WA,US,United States
5165,zzy-222@5x4-4fr-9s5,Marvins Garden,Seattle,WA,US,United States
5166,zzy-222@5x4-4fv-xyv,Tanishas Hood Drag Race,Seattle,WA,US,United States
5167,zzy-222@5x4-4fy-x89,Bayview Playground,Seattle,WA,US,United States
5168,zzy-222@5x4-4fz-8n5,Smith Cove,Seattle,WA,US,United States
5169,zzy-222@5x4-4g4-ckf,B F Day Playground,Seattle,WA,US,United States
5170,zzy-222@5x4-4ny-tsq,WorldBest Seattle Viking Range Repair,Seattle,WA,US,United States
5171,zzy-222@5x4-4qf-789,Lakeridge Playfield,Seattle,WA,US,United States
5172,zzy-222@5x4-4r5-54v,Hat n' Boots,Seattle,WA,US,United States
5173,zzy-222@5x4-4tx-r6k,Bar S Playground,Seattle,WA,US,United States
5174,zzy-222@5x4-4vq-c5z,Spokane Street Bridge,Seattle,WA,US,United States
5175,zzy-222@5x4-4vv-m6k,Classic Yacht Association,Seattle,WA,US,United States
5176,zzy-222@5x4-4vy-cqz,York Playground,Seattle,WA,US,United States
5177,zzy-222@5x4-4w7-hwk,Open Water Park,Seattle,WA,US,United States
5178,zzy-222@5x4-4w8-4vz,Magnolia Greenbelt,Seattle,WA,US,United States
8404,zzy-223@5x4-49x-5s5,Darren Sub Zero Repair Master,Seattle,WA,US,United States
8405,zzy-223@5x4-4b3-whq,Wallingford Steps,Seattle,WA,US,United States
8406,zzy-223@5x4-4b4-r8v,Pike Place Market Gum Wall,Seattle,WA,US,United States
8407,zzy-223@5x4-4d9-k4v,Sandel Playground,Seattle,WA,US,United States
8408,zzy-223@5x4-4fr-m49,Ballard Corners Park,Seattle,WA,US,United States
8409,zzy-223@5x4-4r7-3bk,Othello Playground,Seattle,WA,US,United States
8410,zzy-223@5x4-4vr-2tv,Don Armeni Boat Ramp,Seattle,WA,US,United States
9633,zzy-224@5x4-4b5-m49,American Firefighter,Seattle,WA,US,United States
9634,zzy-224@5x4-4b6-s3q,Queen Ann Drive Bridge,Seattle,WA,US,United States
10396,zzy-225@5x4-4b4-vs5,Thomas Street Gardens,Seattle,WA,US,United States
10397,zzy-225@5x4-4vs-tn5,Pot Business Rules For Washington,Seattle,WA,US,United States
10398,zzy-225@5x4-4w7-vzz,Your Choice Appliance Service,Seattle,WA,US,United States
10889,zzy-226@5x4-4b5-t7q,Boylston Place,Seattle,WA,US,United States
11595,zzy-228@5x4-4g4-47q,Edith Macefield's House,Seattle,WA,US,United States
13400,zzy-22p@5x4-4b5-dvz,Giant Shoe Museum,Seattle,WA,US,United States
14961,zzz-222@5x4-47v-dgk,Union Bay Natural Area,Seattle,WA,US,United States
14962,zzz-222@5x4-482-hyv,East Madison Street Ferry Dock,Seattle,WA,US,United States
14963,zzz-222@5x4-482-n3q,Foster Island Wash Park,Seattle,WA,US,United States
14964,zzz-222@5x4-487-835,Maple Leaf Reservoir Park,Seattle,WA,US,United States
14965,zzz-222@5x4-487-xkf,Rainbow Point,Seattle,WA,US,United States
14966,zzz-222@5x4-488-gff,Licton Springs Park,Seattle,WA,US,United States
14967,zzz-222@5x4-489-bkz,Greenwood Park,Seattle,WA,US,United States
14968,zzz-222@5x4-48b-5fz,Nathan Hale Stadium Complex,Seattle,WA,US,United States
14969,zzz-222@5x4-48c-2tv,Matthews Beach,Seattle,WA,US,United States
14970,zzz-222@5x4-48c-3yv,Matthews Beach Park,Seattle,WA,US,United States
14971,zzz-222@5x4-48c-pvz,Hubbard Homestead Park,Seattle,WA,US,United States
14972,zzz-222@5x4-48c-xnq,Pinehurst Pocket Park,Seattle,WA,US,United States
14973,zzz-222@5x4-48d-bc5,Northgate Park,Seattle,WA,US,United States
14974,zzz-222@5x4-48d-cdv,Beaver Pond Natural Area On Tc,Seattle,WA,US,United States
14975,zzz-222@5x4-48d-jd9,Kingfisher Natural Area On Tc,Seattle,WA,US,United States
14976,zzz-222@5x4-48d-jy9,Lavilla Meadows Na On Tc,Seattle,WA,US,United States
14978,zzz-222@5x4-48d-zfz,University Heights,Seattle,WA,US,United States
14979,zzz-222@5x4-48g-28v,Ravenna Woods,Seattle,WA,US,United States
14980,zzz-222@5x4-48g-p35,Linden Orchard Park,Seattle,WA,US,United States
14981,zzz-222@5x4-48h-7t9,Woodland Park,Seattle,WA,US,United States
14982,zzz-222@5x4-48h-jd9,Ne 60Th Street Park,Seattle,WA,US,United States
14983,zzz-222@5x4-48h-vmk,View Ridge Playfield,Seattle,WA,US,United States
14984,zzz-222@5x4-48h-wp9,View Ridge Es Playfield,Seattle,WA,US,United States
14985,zzz-222@5x4-49g-y35,Leschi Lake Dell Natural Area,Seattle,WA,US,United States
14986,zzz-222@5x4-49h-pqf,Frink Park,Seattle,WA,US,United States
14987,zzz-222@5x4-49j-85f,Firehouse Mini Park,Seattle,WA,US,United States
14988,zzz-222@5x4-49j-c89,Miller Triangle,Seattle,WA,US,United States
14989,zzz-222@5x4-49j-mc5,Noras Woods,Seattle,WA,US,United States
14990,zzz-222@5x4-49j-v4v,Homer Harris Park,Seattle,WA,US,United States
14991,zzz-222@5x4-49j-yn5,Pratt Park,Seattle,WA,US,United States
14992,zzz-222@5x4-49j-zzz,Dr Blanche Lavizzo Park,Seattle,WA,US,United States
14993,zzz-222@5x4-49k-8vz,Horiuchi Park,Seattle,WA,US,United States
14994,zzz-222@5x4-49k-dsq,Powell Barnett Park,Seattle,WA,US,United States
14995,zzz-222@5x4-49p-6p9,Stevens Triangle,Seattle,WA,US,United States
14996,zzz-222@5x4-49p-7t9,Alvin Larkins Park,Seattle,WA,US,United States
14997,zzz-222@5x4-49p-zfz,Mount Baker Beach,Seattle,WA,US,United States
14998,zzz-222@5x4-49q-jn5,Stanley Sayres Memorial Park,Seattle,WA,US,United States
15000,zzz-222@5x4-49r-j35,Judge Charles M Stokes Overlk,Seattle,WA,US,United States
15001,zzz-222@5x4-49r-pd9,Bradner Gardens Park,Seattle,WA,US,United States
15002,zzz-222@5x4-49s-b8v,College Street Park,Seattle,WA,US,United States
15003,zzz-222@5x4-49w-vxq,Thomas C Wales Park,Seattle,WA,US,United States
15004,zzz-222@5x4-49w-w49,Westlake Greenbelt,Seattle,WA,US,United States
15005,zzz-222@5x4-49x-qfz,Bhy Kracke Park,Seattle,WA,US,United States
15006,zzz-222@5x4-49x-t7q,Fairview Walkway,Seattle,WA,US,United States
15007,zzz-222@5x4-49x-x5z,Bellevue Place,Seattle,WA,US,United States
15008,zzz-222@5x4-49y-qpv,South Ship Canal Trail,Seattle,WA,US,United States
15009,zzz-222@5x4-49y-st9,Fremont Canal Park,Seattle,WA,US,United States
15010,zzz-222@5x4-4b2-gp9,Montlake Playfield,Seattle,WA,US,United States
15011,zzz-222@5x4-4b3-grk,Wallingford Playfield,Seattle,WA,US,United States
15012,zzz-222@5x4-4b3-mp9,Northlake Park,Seattle,WA,US,United States
15013,zzz-222@5x4-4b3-sdv,Demonstration Garden,Seattle,WA,US,United States
15014,zzz-222@5x4-4b4-28v,Gas Works Park,Seattle,WA,US,United States
15015,zzz-222@5x4-4b4-3yv,TrollS Knoll,Seattle,WA,US,United States
15016,zzz-222@5x4-4b4-6zf,A B Ernst Park,Seattle,WA,US,United States
15017,zzz-222@5x4-4b4-9fz,Sunnyside Ave N Boat Ramp,Seattle,WA,US,United States
15018,zzz-222@5x4-4b4-bc5,South Passage Point Park,Seattle,WA,US,United States
15019,zzz-222@5x4-4b4-f4v,Fairview Park,Seattle,WA,US,United States
15020,zzz-222@5x4-4b4-skf,Plymouth Pillars Park,Seattle,WA,US,United States
15021,zzz-222@5x4-4b4-zvf,Cal Anderson Park,Seattle,WA,US,United States
15022,zzz-222@5x4-4b5-8d9,Tashkent Park,Seattle,WA,US,United States
15023,zzz-222@5x4-4b5-c89,Thomas Street Mini Park,Seattle,WA,US,United States
15024,zzz-222@5x4-4b5-g6k,Westlake Park,Seattle,WA,US,United States
15025,zzz-222@5x4-4b5-ty9,First Hill Park,Seattle,WA,US,United States
15026,zzz-222@5x4-4b6-bff,Kinnear Park,Seattle,WA,US,United States
15027,zzz-222@5x4-4b6-dqf,Marshall Park,Seattle,WA,US,United States
15028,zzz-222@5x4-4b6-kfz,Ward Springs Park,Seattle,WA,US,United States
15029,zzz-222@5x4-4b6-snq,Counterbalance Park,Seattle,WA,US,United States
15030,zzz-222@5x4-4b6-t5f,Kerry Park Franklin Place,Seattle,WA,US,United States
15031,zzz-222@5x4-4b6-tqf,Highland Drive Parkway,Seattle,WA,US,United States
15032,zzz-222@5x4-4b7-ch5,Belltown Cottage Park,Seattle,WA,US,United States
15033,zzz-222@5x4-4b7-whq,Boren Park,Seattle,WA,US,United States
15034,zzz-222@5x4-4b8-3wk,Washington Park,Seattle,WA,US,United States
15035,zzz-222@5x4-4b8-pd9,Broadway Hill Park,Seattle,WA,US,United States
15036,zzz-222@5x4-4b8-rtv,Prentis I Frazier Park,Seattle,WA,US,United States
15037,zzz-222@5x4-4d2-wff,Bitter Lake Playfield,Seattle,WA,US,United States
15038,zzz-222@5x4-4d3-mx5,Pipers Creek Natural Area,Seattle,WA,US,United States
15039,zzz-222@5x4-4d6-fs5,Bitter Lake Open Space Park,Seattle,WA,US,United States
15040,zzz-222@5x4-4d9-4vz,Crown Hill Park,Seattle,WA,US,United States
15041,zzz-222@5x4-4dc-yjv,Helene Madison Pool,Seattle,WA,US,United States
15042,zzz-222@5x4-4dc-z2k,Haller Lake Community St End,Seattle,WA,US,United States
15043,zzz-222@5x4-4fr-dqf,Webster Park,Seattle,WA,US,United States
15044,zzz-222@5x4-4fr-nwk,Gemenskap Park,Seattle,WA,US,United States
15046,zzz-222@5x4-4fv-87q,Kirke Park,Seattle,WA,US,United States
15047,zzz-222@5x4-4fv-djv,Baker Park On Crown Hill,Seattle,WA,US,United States
15048,zzz-222@5x4-4fv-v2k,Greenwood Phinney Ruv,Seattle,WA,US,United States
15049,zzz-222@5x4-4fw-5s5,Ballard Swimming Pool,Seattle,WA,US,United States
15050,zzz-222@5x4-4fx-3bk,Soundview Playfield,Seattle,WA,US,United States
15051,zzz-222@5x4-4fx-6x5,North Beach Es Playfield,Seattle,WA,US,United States
15052,zzz-222@5x4-4fy-y9z,Ella Bailey Park,Seattle,WA,US,United States
15053,zzz-222@5x4-4fz-d7q,Interbay Golf,Seattle,WA,US,United States
15054,zzz-222@5x4-4g2-3dv,Discovery Park,Seattle,WA,US,United States
15055,zzz-222@5x4-4g2-hdv,Carleton Highlands,Seattle,WA,US,United States
15056,zzz-222@5x4-4g3-87q,Fremont Peak Park,Seattle,WA,US,United States
15057,zzz-222@5x4-4nx-fvf,University Lake Shore Place,Seattle,WA,US,United States
15058,zzz-222@5x4-4ny-8n5,Virgil Flaim Park,Seattle,WA,US,United States
15059,zzz-222@5x4-4ny-c89,Homewood Park,Seattle,WA,US,United States
15060,zzz-222@5x4-4ny-d7q,Thornton Creek Natural Area,Seattle,WA,US,United States
15061,zzz-222@5x4-4ny-x89,Licorice Fern Na On Tc,Seattle,WA,US,United States
15062,zzz-222@5x4-4nz-z4v,Olympic Hills Es Playfield,Seattle,WA,US,United States
15063,zzz-222@5x4-4qg-yjv,Chinook Beach Park,Seattle,WA,US,United States
15064,zzz-222@5x4-4qh-6zf,Pritchett Island Beach,Seattle,WA,US,United States
15065,zzz-222@5x4-4qv-pvz,Dearborn Park,Seattle,WA,US,United States
15066,zzz-222@5x4-4qv-zzz,Maple School Ravine,Seattle,WA,US,United States
15067,zzz-222@5x4-4qx-87q,Maple Wood Playfield,Seattle,WA,US,United States
15068,zzz-222@5x4-4qx-q2k,Cleveland Playfield,Seattle,WA,US,United States
15069,zzz-222@5x4-4qy-f2k,Lakewood Moorage,Seattle,WA,US,United States
15070,zzz-222@5x4-4qz-mhq,Cheasty Greenspace,Seattle,WA,US,United States
15071,zzz-222@5x4-4qz-n89,Jefferson Park Golf Course,Seattle,WA,US,United States
15074,zzz-222@5x4-4r2-4vz,Mount Baker Boulevard,Seattle,WA,US,United States
15075,zzz-222@5x4-4r5-dd9,Cesar Chavez Park,Seattle,WA,US,United States
15076,zzz-222@5x4-4r6-ct9,Martha Washington Park,Seattle,WA,US,United States
15077,zzz-222@5x4-4r6-y5f,John C Little Sr Park,Seattle,WA,US,United States
15078,zzz-222@5x4-4rz-b6k,Seward Park,Seattle,WA,US,United States
15079,zzz-222@5x4-4ty-2hq,College Street Ravine,Seattle,WA,US,United States
15080,zzz-222@5x4-4ty-4n5,Schmitz Boulevard,Seattle,WA,US,United States
15081,zzz-222@5x4-4ty-4y9,Nantes Park,Seattle,WA,US,United States
15082,zzz-222@5x4-4ty-ht9,Andover Place,Seattle,WA,US,United States
15083,zzz-222@5x4-4ty-s89,Schmitz Preserve Park,Seattle,WA,US,United States
15084,zzz-222@5x4-4v6-835,Me Kwa Mooks Park,Seattle,WA,US,United States
15085,zzz-222@5x4-4v6-9pv,Me Kwa Mooks Natural Area,Seattle,WA,US,United States
15086,zzz-222@5x4-4vq-ht9,Jack Block Park,Seattle,WA,US,United States
15087,zzz-222@5x4-4vr-3h5,Hamilton Viewpoint Park,Seattle,WA,US,United States
15088,zzz-222@5x4-4vr-5cq,Seacrest Park,Seattle,WA,US,United States
15089,zzz-222@5x4-4vs-qzz,Pioneer Square,Seattle,WA,US,United States
15090,zzz-222@5x4-4vs-wp9,Columbia Park,Seattle,WA,US,United States
15092,zzz-222@5x4-4vt-p5f,Dr Jose Rizal Park,Seattle,WA,US,United States
15093,zzz-222@5x4-4vt-pd9,Katie Blacks Garden,Seattle,WA,US,United States
15095,zzz-222@5x4-4vw-hnq,Pathfinder,Seattle,WA,US,United States
15096,zzz-222@5x4-4vw-rzf,Delridge Playfield,Seattle,WA,US,United States
15097,zzz-222@5x4-4vx-4vz,Terminal 18 Park,Seattle,WA,US,United States
15098,zzz-222@5x4-4vz-v4v,Twelfth Avenue South Viewpoint,Seattle,WA,US,United States
15099,zzz-222@5x4-4w7-hnq,Magnolia Greenbelt,Seattle,WA,US,United States
15100,zzz-222@5x4-4w7-qfz,Magnolia Park,Seattle,WA,US,United States
15101,zzz-222@5x4-4w7-w6k,Twelfth West And W Howe Park,Seattle,WA,US,United States
15102,zzz-222@5x4-4w8-4y9,Thorndyke Park,Seattle,WA,US,United States
15103,zzz-222@5x4-4xd-jn5,Solstice Park,Seattle,WA,US,United States
15104,zzz-222@5x4-4xd-vfz,Orchard Street Ravine,Seattle,WA,US,United States
15105,zzz-222@5x4-4xf-5cq,Kilbourne Park,Seattle,WA,US,United States
15106,zzz-222@5x4-4xf-87q,Lincoln Park,Seattle,WA,US,United States
15107,zzz-222@5x4-4xh-kxq,Puget Creek Natural Area,Seattle,WA,US,United States
15108,zzz-222@5x4-4xn-3kf,Arroyo Heights,Seattle,WA,US,United States
15109,zzz-222@5x4-4xq-mkz,Westcrest Park,Seattle,WA,US,United States
15110,zzz-222@5x4-86r-fpv,Blue Dog Pond,Seattle,WA,US,United States
15460,zzz-223@5x4-48h-mx5,Greenwood Triangle,Seattle,WA,US,United States
15461,zzz-223@5x4-49j-bff,Spruce Street Mini Park,Seattle,WA,US,United States
15462,zzz-223@5x4-49r-mrk,East Portal Viewpoint,Seattle,WA,US,United States
15463,zzz-223@5x4-49r-sbk,Judkins Park And Playfield,Seattle,WA,US,United States
15464,zzz-223@5x4-49z-djv,Queen Anne Swimming Pool,Seattle,WA,US,United States
15465,zzz-223@5x4-4b4-2ff,Waterway,Seattle,WA,US,United States
15466,zzz-223@5x4-4b8-f4v,Pendleton Miller Playfield,Seattle,WA,US,United States
15467,zzz-223@5x4-4b8-mc5,Volunteer Parkway,Seattle,WA,US,United States
15468,zzz-223@5x4-4nr-4d9,Little Brook Park,Seattle,WA,US,United States
15469,zzz-223@5x4-4qh-9vf,Rainier Beach Urban Farm and Wl,Seattle,WA,US,United States
15470,zzz-223@5x4-4vt-5zz,Hing Hay Park,Seattle,WA,US,United States
15471,zzz-223@5x4-4vv-dy9,Waterfront Park,Seattle,WA,US,United States
15472,zzz-223@5x4-4w9-c5z,West Magnolia Playfield,Seattle,WA,US,United States
15502,zzz-224@5x4-4w7-w6k,West Central Grounds Maint,Seattle,WA,US,United States
